CountryISO,CountryName,Admin1ISO,Admin1Name,Admin1Name_Preferred,epix
VN,VIET NAM,VN-39,DONG NAI,ĐỒNG NAI,Dong Nai
VN,VIET NAM,VN-39,ĐỒNG NAI,ĐỒNG NAI,Dong Nai
VN,VIET NAM,VN-40,BINH THUAN,BÌNH THUẬN,Binh Thuan
VN,VIET NAM,VN-40,BÌNH THUẬN,BÌNH THUẬN,Binh Thuan
VN,VIET NAM,VN-41,LONG AN,LONG AN,Long An
VN,VIET NAM,VN-41,LONG AN,LONG AN,Long An
VN,VIET NAM,VN-43,BÀ RỊA - VŨNG TÀU,BÀ RỊA - VŨNG TÀU,Ba Ria - Vung Tau
VN,VIET NAM,VN-43,BA RIA-VUNG TAU,BÀ RỊA - VŨNG TÀU,Ba Ria - Vung Tau
VN,VIET NAM,VN-44,AN GIANG,AN GIANG,An Giang
VN,VIET NAM,VN-44,AN GIANG,AN GIANG,An Giang
VN,VIET NAM,VN-45,DONG THAP,ĐỒNG THÁP,Dong Thap
VN,VIET NAM,VN-45,ĐỒNG THÁP,ĐỒNG THÁP,Dong Thap
VN,VIET NAM,VN-46,TIEN GIANG,TIỀN GIANG,Tien Giang
VN,VIET NAM,VN-46,TIỀN GIANG,TIỀN GIANG,Tien Giang
VN,VIET NAM,VN-47,KIEN GIANG,KIẾN GIANG,Kien Giang
VN,VIET NAM,VN-47,KIẾN GIANG,KIẾN GIANG,Kien Giang
VN,VIET NAM,VN-49,VINH LONG,VĨNH LONG,Vinh Long
VN,VIET NAM,VN-49,VĨNH LONG,VĨNH LONG,Vinh Long
VN,VIET NAM,VN-50,BEN TRE,BẾN TRE,Ben Tre
VN,VIET NAM,VN-50,BẾN TRE,BẾN TRE,Ben Tre
VN,VIET NAM,VN-51,TRA VINH,TRÀ VINH,Tra Vinh
VN,VIET NAM,VN-51,TRÀ VINH,TRÀ VINH,Tra Vinh
VN,VIET NAM,VN-52,SOC TRANG,SÓC TRĂNG,Soc Trang
VN,VIET NAM,VN-52,SÓC TRĂNG,SÓC TRĂNG,Soc Trang
VN,VIET NAM,VN-53,BAC KAN,BẮC KẠN,Bac Kan
VN,VIET NAM,VN-53,BẮC KẠN,BẮC KẠN,Bac Kan
VN,VIET NAM,VN-54,BAC GIANG,BẮC GIANG,Bac Giang
VN,VIET NAM,VN-54,BẮC GIANG,BẮC GIANG,Bac Giang
VN,VIET NAM,VN-55,BAC LIEU,BẠC LIÊU,Bac Lieu
VN,VIET NAM,VN-55,BẠC LIÊU,BẠC LIÊU,Bac Lieu
VN,VIET NAM,VN-56,BAC NINH,BẮC NINH,Bac Ninh
VN,VIET NAM,VN-56,BẮC NINH,BẮC NINH,Bac Ninh
VN,VIET NAM,VN-57,BINH DUONG,BÌNH DƯƠNG,Binh Duong
VN,VIET NAM,VN-57,BÌNH DƯƠNG,BÌNH DƯƠNG,Binh Duong
VN,VIET NAM,VN-58,BINH PHUOC,BÌNH PHƯỚC,Binh Phuoc
VN,VIET NAM,VN-58,BÌNH PHƯỚC,BÌNH PHƯỚC,Binh Phuoc
VN,VIET NAM,VN-59,CA MAU,CÀ MAU,Ca Mau
VN,VIET NAM,VN-59,CÀ MAU,CÀ MAU,Ca Mau
VN,VIET NAM,VN-61,HAI DUONG,HẢI DƯƠNG,Hai Duong
VN,VIET NAM,VN-61,HẢI DƯƠNG,HẢI DƯƠNG,Hai Duong
VN,VIET NAM,VN-63,HA NAM,HÀ NAM,Ha Nam
VN,VIET NAM,VN-63,HÀ NAM,HÀ NAM,Ha Nam
VN,VIET NAM,VN-66,HUNG YEN,HƯNG YÊN,Hung Yen
VN,VIET NAM,VN-66,HƯNG YÊN,HƯNG YÊN,Hung Yen
VN,VIET NAM,VN-67,NAM DINH,NAM ĐỊNH,Nam Dinh
VN,VIET NAM,VN-67,NAM ĐỊNH,NAM ĐỊNH,Nam Dinh
VN,VIET NAM,VN-68,PHU THO,PHÚ THỌ,Phu Tho
VN,VIET NAM,VN-68,PHÚ THỌ,PHÚ THỌ,Phu Tho
VN,VIET NAM,VN-69,THAI NGUYEN,THÁI NGUYÊN,Thai Nguyen
VN,VIET NAM,VN-69,THÁI NGUYÊN,THÁI NGUYÊN,Thai Nguyen
VN,VIET NAM,VN-70,VINH PHUC,VĨNH PHÚC,Vinh Phuc
VN,VIET NAM,VN-70,VĨNH PHÚC,VĨNH PHÚC,Vinh Phuc
VN,VIET NAM,VN-71,DIEN BIEN,ĐIỆN BIÊN,Dien Bien
VN,VIET NAM,VN-71,ĐIỆN BIÊN,ĐIỆN BIÊN,Dien Bien
VN,VIET NAM,VN-72,DAK NONG,ĐẮK NÔNG,Dak Nong
VN,VIET NAM,VN-72,ĐẮK NÔNG,ĐẮK NÔNG,Dak Nong
VN,VIET NAM,VN-73,HAU GIANG,HẬU GIANG,Hau Giang
VN,VIET NAM,VN-73,HẬU GIANG,HẬU GIANG,Hau Giang
VN,VIET NAM,VN-CT,CAN THO,CAN THO,Can Tho
VN,VIET NAM,VN-CT,CAN THO,CAN THO,Can Tho
VN,VIET NAM,VN-DN,DA NANG,DA NANG,Da Nang
VN,VIET NAM,VN-DN,DA NANG,DA NANG,Da Nang
VN,VIET NAM,VN-HN,HA NOI,HA NOI,Ha Noi
VN,VIET NAM,VN-HN,HA NOI,HA NOI,Ha Noi
VN,VIET NAM,VN-HP,HAI PHONG,HAI PHONG,Hai Phong
VN,VIET NAM,VN-HP,HAI PHONG,HAI PHONG,Hai Phong
VN,VIET NAM,VN-SG,HO CHI MINH,HO CHI MINH,Ho Chi Minh
VN,VIET NAM,VN-SG,HO CHI MINH,HO CHI MINH,Ho Chi Minh
